X,Y,fid,TIPO,icon_url
-109.949982944931,23.9735677795523,"161",Cancha,
-110.31368409172,24.084054277678,"162",Parque,./4.png
-110.285702832997,24.0517290909559,"163",Unidad Deportiva,./3.png
-110.312528070722,24.1399658136737,"164",Instituto Sudcaliforniano del Deporte (CREA),
-110.315097690759,24.1260684167211,"165",Centro Deportivo de Alto Rendimiento,
-110.318728268614,24.1140043450183,"166",Gimnasio Polideportivo,
-110.314034024221,24.1107879062285,"167",Cancha,
-110.299514020254,24.1280680595442,"168",Canchas de Basquetbol,
-110.300612539787,24.1334189448002,"169",Gimnasio,
-110.294493422426,24.1591194420753,"170",Cancha,
-110.290945914605,24.1700349683595,"171",Cancha,
-110.108213563777,23.8041505680736,"172",Cancha,
-110.303365792487,24.1560258123293,"173",Estadio,./1.png
-110.321882540718,24.1291646868881,"174",Cancha,
-110.315527421572,24.1203380825335,"175",Estadio,./1.png
-110.307220257582,24.1225447211083,"176",Cancha,
-110.286612541825,24.1370634692722,"177",Cancha,
-110.301784157026,24.129134864625,"178",Estadio,./1.png
-110.315218793841,24.1566884472025,"179",Cancha,
-110.288528831557,24.1634362150005,"180",Cancha,
-109.933850826757,23.9651358978733,"181",Cancha,
-109.933952880288,23.9678214834393,"182",Cancha,
-110.301289202492,24.0730688240526,"183",Cancha,
-110.427192958914,24.1068238795059,"184",Cancha,
-110.276014037902,24.1417801195298,"185",Parque,./4.png
-110.408375710781,24.0980339426878,"186",Cancha,
-110.40757629265,24.0971723878026,"187",Cancha,
-110.412847560416,24.1016926873552,"188",Cancha,
-110.743020642279,23.9612061755129,"189",Cancha,
-110.373703585129,24.1014056973969,"190",Cancha,
-111.104165933094,24.3959058259211,"191",Cancha,
-109.901467223882,23.9813514775215,"192",Cancha,
-110.169724019802,23.3650124903472,"193",Cancha,
-111.467383780099,24.5899134087068,"194",Cancha,
-110.420539054076,23.6582001871088,"195",Cancha,
-110.565744554299,24.1484030423584,"196",Cancha,
-110.313830212239,24.1192972634985,"197",Cancha,
-110.265678134527,23.9245139954503,"198",Cancha,
-111.465462916046,24.5909371452168,"199",Cancha,
-110.227286129603,23.4433562073557,"200",Cancha,
-110.812974802156,23.9830679747721,"201",Parque,./4.png
-110.302702448684,24.0883264981549,"202",Cancha,
-110.341302525635,24.1361784423699,"203",Parque,./4.png
-110.273774240085,24.143621316204,"204",Cancha,
-110.325955093556,24.12248045403,"205",Parque,./4.png
-110.305969385058,24.1477384468343,"206",Cancha,
-110.167864959437,23.3653189326593,"207",Parque,./4.png
